#! FIELDS phi1 psi1 file.free der_phi1 der_psi1
#! SET min_phi1 -pi
#! SET max_phi1 pi
#! SET nbins_phi1  89
#! SET periodic_phi1 true
#! SET min_psi1 -pi
#! SET max_psi1 pi
#! SET nbins_psi1  89
#! SET periodic_psi1 true
   -3.141592654   -3.141592654 -129.797690064  -48.205358058   19.607865857
   -3.070995066   -3.141592654 -132.999944715  -42.263099784   19.021531075
   -3.000397478   -3.141592654 -135.737003718  -35.103726383   18.392181381
   -2.929799890   -3.141592654 -137.946046265  -27.657228399   18.073525171
   -2.859202303   -3.141592654 -139.674235241  -21.492340709   17.621773973
   -2.788604715   -3.141592654 -141.011742461  -16.500252219   17.399167663
   -2.718007127   -3.141592654 -142.011979999  -11.874843089   17.231432300
   -2.647409540   -3.141592654 -142.686538361   -7.177118456   17.026819868
   -2.576811952   -3.141592654 -143.033011649   -2.759288530   16.756077180
   -2.506214364   -3.141592654 -143.092932386    0.757318326   16.690787285
   -2.435616776   -3.141592654 -142.954355819    3.021909793   16.719331302
   -2.365019189   -3.141592654 -142.700482934    4.063863521   16.654308503
   -2.294421601   -3.141592654 -142.394075917    4.434550347   16.846409207
   -2.223824013   -3.141592654 -142.084931990    4.294279150   16.908556985
   -2.153226425   -3.141592654 -141.791595575    3.898336864   16.882037791
   -2.082628838   -3.141592654 -141.549046696    2.835210830   16.756349258
   -2.012031250   -3.141592654 -141.423068963    0.783276551   16.654218850
   -1.941433662   -3.141592654 -141.455040699   -1.601560644   16.421871300
   -1.870836075   -3.141592654 -141.643324498   -3.499917940   16.237890974
   -1.800238487   -3.141592654 -141.941741811   -4.640068188   16.112575004
   -1.729640899   -3.141592654 -142.291074099   -5.041682567   15.974847359
   -1.659043311   -3.141592654 -142.652471990   -5.182739440   15.907298908
   -1.588445724   -3.141592654 -143.030713350   -5.450451272   16.057783084
   -1.517848136   -3.141592654 -143.415901723   -5.307772513   16.625842787
   -1.447250548   -3.141592654 -143.746833438   -3.734705606   17.602631992
   -1.376652961   -3.141592654 -143.897710797   -0.282012043   18.850434741
   -1.306055373   -3.141592654 -143.740617082    4.886670914   20.201044902
   -1.235457785   -3.141592654 -143.204754503   10.359416483   21.697800665
   -1.164860197   -3.141592654 -142.294290509   15.592857687   23.247076556
   -1.094262610   -3.141592654 -140.997777680   21.359848348   25.189325287
   -1.023665022   -3.141592654 -139.263010652   27.923288755   27.464737197
   -0.953067434   -3.141592654 -137.038647049   35.292928051   30.070544670
   -0.882469847   -3.141592654 -134.286030257   42.476896919   33.245952289
   -0.811872259   -3.141592654 -131.066164667   48.320839187   36.842703600
   -0.741274671   -3.141592654 -127.495745979   52.490707757   40.255413726
   -0.670677083   -3.141592654 -123.692448988   55.179449345   43.512571767
   -0.600079496   -3.141592654 -119.713292216   57.454622003   46.156185139
   -0.529481908   -3.141592654 -115.581688810   59.533539946   48.211746020
   -0.458884320   -3.141592654 -111.333215930   60.498397034   49.830866368
   -0.388286732   -3.141592654 -107.081647919   59.395105032   51.241719839
   -0.317689145   -3.141592654 -103.000253784   55.664015311   51.704549357
   -0.247091557   -3.141592654  -99.300981778   48.563931597   50.655890392
   -0.176493969   -3.141592654  -96.229562278   37.780975093   47.015670451
   -0.105896382   -3.141592654  -94.063402851   23.096391475   40.784440520
   -0.035298794   -3.141592654  -93.030712615    5.612156490   32.585986900
    0.035298794   -3.141592654  -93.307321039  -13.461681310   23.233662952
    0.105896382   -3.141592654  -94.913099467  -31.674583736   13.735718420
    0.176493969   -3.141592654  -97.707842804  -46.708127208    5.020733358
    0.247091557   -3.141592654 -101.402641132  -57.234806600   -2.307016392
    0.317689145   -3.141592654 -105.685406466  -63.332110564   -7.841952253
    0.388286732   -3.141592654 -110.259435484  -65.839313344  -11.318335686
    0.458884320   -3.141592654 -114.889508664  -64.893017914  -12.724926106
    0.529481908   -3.141592654 -119.366242081  -61.455316135  -12.589811863
