#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  200
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  200
#! SET periodic_psi true
   -3.141592654   -3.141592654  -55.174746892  -43.618317887   19.215074535
   -3.110176727   -3.141592654  -56.541019748  -43.292935718   18.543338370
   -3.078760801   -3.141592654  -57.888639032  -42.362645203   17.993632512
   -3.047344874   -3.141592654  -59.198209488  -40.951935010   17.495899526
   -3.015928947   -3.141592654  -60.453008958  -38.842562974   17.121182171
   -2.984513021   -3.141592654  -61.630847869  -36.017474590   16.797239081
   -2.953097094   -3.141592654  -62.709399178  -32.509385685   16.524399639
   -2.921681168   -3.141592654  -63.671223277  -28.692353945   16.270218387
   -2.890265241   -3.141592654  -64.509938315  -24.675624838   15.987489357
   -2.858849315   -3.141592654  -65.226472180  -20.997598541   15.951453833
   -2.827433388   -3.141592654  -65.830312557  -17.458138384   15.780858204
   -2.796017462   -3.141592654  -66.329271274  -14.473104213   15.475548993
   -2.764601535   -3.141592654  -66.742983197  -11.992525894   15.308567572
   -2.733185609   -3.141592654  -67.088504595  -10.084081540   15.037059929
   -2.701769682   -3.141592654  -67.381143830   -8.633728193   14.635773711
   -2.670353756   -3.141592654  -67.634879712   -7.540483172   14.222287710
   -2.638937829   -3.141592654  -67.858711895   -6.653175965   13.747190937
   -2.607521902   -3.141592654  -68.057146276   -5.889919073   13.277043655
   -2.576105976   -3.141592654  -68.227232894   -4.943531526   12.751834206
   -2.544690049   -3.141592654  -68.364598676   -3.875959010   12.310981535
   -2.513274123   -3.141592654  -68.467019600   -2.634180767   11.947457068
   -2.481858196   -3.141592654  -68.530149177   -1.284772651   11.719450761
   -2.450442270   -3.141592654  -68.548874741    0.182841934   11.570272811
   -2.419026343   -3.141592654  -68.522754665    1.517028377   11.679554229
   -2.387610417   -3.141592654  -68.454902955    2.810209083   12.003699908
   -2.356194490   -3.141592654  -68.349026934    3.891133549   12.416312637
   -2.324778564   -3.141592654  -68.213916706    4.731670092   13.066970760
   -2.293362637   -3.141592654  -68.052745208    5.418149582   13.960867011
   -2.261946711   -3.141592654  -67.876765494    5.782694752   14.912242781
   -2.230530784   -3.141592654  -67.689080233    6.033423542   15.876913607
   -2.199114858   -3.141592654  -67.503719325    5.828020894   16.918982481
   -2.167698931   -3.141592654  -67.324250860    5.600437044   17.794895079
   -2.136283004   -3.141592654  -67.152195548    5.281752794   18.420604785
   -2.104867078   -3.141592654  -66.992916327    4.773218373   18.846857329
   -2.073451151   -3.141592654  -66.852539458    4.101389602   19.015213017
   -2.042035225   -3.141592654  -66.737163028    3.254812476   19.070115058
   -2.010619298   -3.141592654  -66.648624722    2.368687983   18.870838889
   -1.979203372   -3.141592654  -66.590474790    1.313163014   18.417560653
   -1.947787445   -3.141592654  -66.567719494    0.088515802   17.832738084
   -1.916371519   -3.141592654  -66.581423528   -1.049755064   17.257378430
   -1.884955592   -3.141592654  -66.632674052   -2.271875738   16.529322989
   -1.853539666   -3.141592654  -66.724675723   -3.613656235   15.904803149
   -1.822123739   -3.141592654  -66.858246532   -4.879250258   15.373413416
   -1.790707813   -3.141592654  -67.029692374   -5.951986149   14.960007207
   -1.759291886   -3.141592654  -67.231376550   -6.864093231   14.715140271
   -1.727875959   -3.141592654  -67.456236598   -7.420374638   14.560532935
   -1.696460033   -3.141592654  -67.694004985   -7.665544912   14.388543797
   -1.665044106   -3.141592654  -67.933028774   -7.478379208   14.623521158
   -1.633628180   -3.141592654  -68.159390566   -6.879662318   14.790096742
   -1.602212253   -3.141592654  -68.363758114   -6.114367951   15.075504217
   -1.570796327   -3.141592654  -68.537280514   -4.975615029   15.354928864
   -1.539380400   -3.141592654  -68.673209408   -3.686254862   15.616915449
   -1.507964474   -3.141592654  -68.766926974   -2.291613308   15.988170123
   -1.476548547   -3.141592654  -68.817095225   -0.945029090   16.380224229
   -1.445132621   -3.141592654  -68.824992256    0.415066259   16.860615243
   -1.413716694   -3.141592654  -68.791516879    1.598386221   17.530241083
   -1.382300768   -3.141592654  -68.720872894    2.908478854   18.199270174
   -1.350884841   -3.141592654  -68.612005527    3.916111831   18.957645884
   -1.319468915   -3.141592654  -68.471342953    5.012030352   19.784558967
   -1.288052988   -3.141592654  -68.292797362    6.432293314   20.673803232
   -1.256637061   -3.141592654  -68.068826561    7.884941608   21.572765135
   -1.225221135   -3.141592654  -67.793889480    9.729201925   22.445512124
   -1.193805208   -3.141592654  -67.458408893   11.635809941   23.328794971
   -1.162389282   -3.141592654  -67.055998102   14.026998003   24.113295141
   -1.130973355   -3.141592654  -66.575241997   16.622141859   24.924250794
   -1.099557429   -3.141592654  -66.011557237   19.303361155   25.807117068
   -1.068141502   -3.141592654  -65.359027586   22.290145068   26.639461551
   -1.036725576   -3.141592654  -64.614284374   25.137971711   27.549150458
   -1.005309649   -3.141592654  -63.776574287   28.183440331   28.538712625
   -0.973893723   -3.141592654  -62.846001486   31.025882250   29.701286259
