#! FIELDS ome2 psi2 file.free der_ome2 der_psi2
#! SET min_ome2 -pi
#! SET max_ome2 pi
#! SET nbins_ome2  89
#! SET periodic_ome2 true
#! SET min_psi2 -pi
#! SET max_psi2 pi
#! SET nbins_psi2  89
#! SET periodic_psi2 true
   -3.141592654   -3.141592654  -76.037932337    5.737522438    8.119040616
   -3.070995066   -3.141592654  -75.455625985   10.764167397    7.793600119
   -3.000397478   -3.141592654  -74.524447974   15.448912335    7.802237568
   -2.929799890   -3.141592654  -73.306232079   18.793063683    8.285397993
   -2.859202303   -3.141592654  -71.901363908   20.868628976    9.476992910
   -2.788604715   -3.141592654  -70.383147402   22.182417235   11.000412052
   -2.718007127   -3.141592654  -68.758080200   23.955796366   12.534976415
   -2.647409540   -3.141592654  -66.983616189   26.404973984   13.749284865
   -2.576811952   -3.141592654  -65.033295178   28.811801473   14.291243509
   -2.506214364   -3.141592654  -62.942774185   30.114009855   14.157126862
   -2.435616776   -3.141592654  -60.828235210   29.411907280   13.458389346
   -2.365019189   -3.141592654  -58.842460718   26.466704528   12.783816647
   -2.294421601   -3.141592654  -57.129851454   21.784157481   12.363560567
   -2.223824013   -3.141592654  -55.785835011   16.272164629   12.490006144
   -2.153226425   -3.141592654  -54.818692521   11.320891235   13.012146330
   -2.082628838   -3.141592654  -54.151752629    7.912230363   13.583321644
   -2.012031250   -3.141592654  -53.651968992    6.581502728   13.982964684
   -1.941433662   -3.141592654  -53.176071557    7.092103416   14.114937579
   -1.870836075   -3.141592654  -52.652461386    7.781499521   14.088712241
   -1.800238487   -3.141592654  -52.099930374    7.596394952   14.273257117
   -1.729640899   -3.141592654  -51.625139042    5.571313464   14.742923829
   -1.659043311   -3.141592654  -51.345223879    2.162361002   15.334962520
   -1.588445724   -3.141592654  -51.337253433   -2.030537890   16.044392026
   -1.517848136   -3.141592654  -51.628486206   -6.256807005   16.738455645
   -1.447250548   -3.141592654  -52.217749144  -10.413956628   17.156906970
   -1.376652961   -3.141592654  -53.099483578  -14.564319701   17.347221679
   -1.306055373   -3.141592654  -54.290748203  -19.136617482   17.295269100
   -1.235457785   -3.141592654  -55.799338390  -23.499346294   17.041039015
   -1.164860197   -3.141592654  -57.595846600  -27.279165575   16.767651302
   -1.094262610   -3.141592654  -59.620851279  -29.948974205   16.247421721
   -1.023665022   -3.141592654  -61.802320855  -31.698371069   15.590470724
   -0.953067434   -3.141592654  -64.084005789  -32.856299215   14.746094608
   -0.882469847   -3.141592654  -66.418386013  -33.132492617   14.123276278
   -0.811872259   -3.141592654  -68.730801953  -32.075625796   14.090468639
   -0.741274671   -3.141592654  -70.913690345  -29.390668277   14.581749943
   -0.670677083   -3.141592654  -72.843491362  -25.139629687   15.666887775
   -0.600079496   -3.141592654  -74.459704329  -20.751837008   16.732450852
   -0.529481908   -3.141592654  -75.792278178  -17.244957410   17.373063153
   -0.458884320   -3.141592654  -76.926362229  -15.008393988   17.497117080
   -0.388286732   -3.141592654  -77.924242985  -13.184601819   17.230275463
   -0.317689145   -3.141592654  -78.769885070  -10.656499765   16.928934699
   -0.247091557   -3.141592654  -79.407619314   -7.333174747   16.686045075
   -0.176493969   -3.141592654  -79.804473796   -4.027592651   16.835322320
   -0.105896382   -3.141592654  -79.983655433   -1.188721094   17.303766665
   -0.035298794   -3.141592654  -79.978603997    1.386166686   18.099899289
    0.035298794   -3.141592654  -79.756033170    5.200522757   18.867623831
    0.105896382   -3.141592654  -79.195234557   10.993840977   19.624004082
    0.176493969   -3.141592654  -78.177097353   18.083065689   19.949615974
    0.247091557   -3.141592654  -76.654417677   24.882058828   19.971534659
    0.317689145   -3.141592654  -74.700157171   30.168390686   19.840934176
    0.388286732   -3.141592654  -72.448538284   33.214972053   19.631911722
    0.458884320   -3.141592654  -70.053491193   34.388214356   19.500110489
    0.529481908   -3.141592654  -67.616404063   34.349557116   19.542931143
    0.600079496   -3.141592654  -65.225139742   33.262709298   19.734479983
    0.670677083   -3.141592654  -62.936537965   31.478588837   19.959243526
    0.741274671   -3.141592654  -60.790638350   29.315422666   20.101364384
    0.811872259   -3.141592654  -58.787423294   27.473981306   19.892106348
    0.882469847   -3.141592654  -56.889646308   26.372661473   19.731519513
    0.953067434   -3.141592654  -55.049224012   25.841586548   19.304095938
    1.023665022   -3.141592654  -53.245430943   25.214567405   18.661532763
