#! FIELDS phi1 phi2 file.free der_phi1 der_phi2
#! SET min_phi1 -pi
#! SET max_phi1 pi
#! SET nbins_phi1  89
#! SET periodic_phi1 true
#! SET min_phi2 -pi
#! SET max_phi2 pi
#! SET nbins_phi2  89
#! SET periodic_phi2 true
   -3.141592654   -3.141592654  -44.209068702  -44.503321507  -44.542790187
   -3.070995066   -3.141592654  -47.209235816  -40.461910135  -41.150030520
   -3.000397478   -3.141592654  -49.904279944  -35.693277562  -38.149662860
   -2.929799890   -3.141592654  -52.221478318  -29.715289395  -35.865389358
   -2.859202303   -3.141592654  -54.076930631  -22.632228880  -34.427652060
   -2.788604715   -3.141592654  -55.384308638  -14.431854829  -33.703543452
   -2.718007127   -3.141592654  -56.118147255   -6.420410235  -33.743367367
   -2.647409540   -3.141592654  -56.332358540   -0.081101225  -34.630266388
   -2.576811952   -3.141592654  -56.175224225    4.094268628  -36.050461907
   -2.506214364   -3.141592654  -55.812721650    5.788083257  -37.606259707
   -2.435616776   -3.141592654  -55.381625867    6.262885819  -39.095769480
   -2.365019189   -3.141592654  -54.937800345    6.069882478  -40.358562488
   -2.294421601   -3.141592654  -54.505897928    6.078741056  -41.583659982
   -2.223824013   -3.141592654  -54.087412805    5.600119517  -42.313249055
   -2.153226425   -3.141592654  -53.719467087    4.657865365  -42.617832673
   -2.082628838   -3.141592654  -53.455959436    2.684265857  -42.972700830
   -2.012031250   -3.141592654  -53.361159634   -0.205887825  -43.662071716
   -1.941433662   -3.141592654  -53.499987592   -3.797113738  -44.867526509
   -1.870836075   -3.141592654  -53.892465805   -7.355971306  -46.234765892
   -1.800238487   -3.141592654  -54.534909215  -10.707771292  -47.971719922
   -1.729640899   -3.141592654  -55.362032837  -12.483024055  -49.234529940
   -1.659043311   -3.141592654  -56.251435988  -12.391428629  -50.120147814
   -1.588445724   -3.141592654  -57.080681678  -10.874608790  -50.129440932
   -1.517848136   -3.141592654  -57.771892854   -8.771064894  -49.370895915
   -1.447250548   -3.141592654  -58.319669233   -6.664074277  -48.405886163
   -1.376652961   -3.141592654  -58.707447104   -4.288587484  -47.227374690
   -1.306055373   -3.141592654  -58.891060930   -0.631431205  -46.283330197
   -1.235457785   -3.141592654  -58.780267997    4.053847279  -46.161012022
   -1.164860197   -3.141592654  -58.307441006    9.392560747  -46.748652816
   -1.094262610   -3.141592654  -57.460489630   14.487213634  -47.972222524
   -1.023665022   -3.141592654  -56.282711024   18.795363342  -49.802778788
   -0.953067434   -3.141592654  -54.780400162   23.983556769  -52.045339358
   -0.882469847   -3.141592654  -52.863754112   30.644459545  -54.332132751
   -0.811872259   -3.141592654  -50.427624088   38.509637584  -56.415854281
   -0.741274671   -3.141592654  -47.429983004   46.169102349  -57.925697726
   -0.670677083   -3.141592654  -43.957698082   51.710522290  -59.255271467
   -0.600079496   -3.141592654  -40.201002823   54.183178839  -60.493384054
   -0.529481908   -3.141592654  -36.375919673   53.836297192  -61.932100441
   -0.458884320   -3.141592654  -32.642403330   51.797330918  -63.245705564
   -0.388286732   -3.141592654  -29.061950693   49.577438335  -63.925470924
   -0.317689145   -3.141592654  -25.626222660   47.924786620  -62.938461207
   -0.247091557   -3.141592654  -22.286870290   46.665617144  -60.004348246
