#! FIELDS psi2 psi3 file.free der_psi2 der_psi3
#! SET min_psi2 -pi
#! SET max_psi2 pi
#! SET nbins_psi2  89
#! SET periodic_psi2 true
#! SET min_psi3 -pi
#! SET max_psi3 pi
#! SET nbins_psi3  89
#! SET periodic_psi3 true
   -3.141592654   -3.141592654 -134.831966160   20.695624220   24.258273026
   -3.070995066   -3.141592654 -133.244013605   24.190571668   23.520104881
   -3.000397478   -3.141592654 -131.420486057   27.466219282   22.848041901
   -2.929799890   -3.141592654 -129.377314124   30.394426476   22.584062404
   -2.859202303   -3.141592654 -127.158260135   32.292840814   22.964504758
   -2.788604715   -3.141592654 -124.850866123   32.938206596   23.828101706
   -2.718007127   -3.141592654 -122.545633084   32.231726681   24.661865232
   -2.647409540   -3.141592654 -120.323653661   30.616937769   25.069602595
   -2.576811952   -3.141592654 -118.244061066   28.041688429   24.704629734
   -2.506214364   -3.141592654 -116.385536273   24.446802320   23.877570588
   -2.435616776   -3.141592654 -114.810300980   19.964443049   23.225643297
   -2.365019189   -3.141592654 -113.572248545   15.076701389   22.772245866
   -2.294421601   -3.141592654 -112.679731783   10.247308302   22.506101054
   -2.223824013   -3.141592654 -112.115488089    5.720126344   22.375361513
   -2.153226425   -3.141592654 -111.870900317    1.393710011   21.947960814
   -2.082628838   -3.141592654 -111.906188886   -2.248625492   21.465359945
   -2.012031250   -3.141592654 -112.156954131   -4.744763997   21.037279070
   -1.941433662   -3.141592654 -112.565319809   -6.787096031   20.908682607
   -1.870836075   -3.141592654 -113.112287776   -8.960625622   21.053707632
   -1.800238487   -3.141592654 -113.831656728  -11.551497955   21.372579797
   -1.729640899   -3.141592654 -114.756484526  -14.816710953   21.788839395
   -1.659043311   -3.141592654 -115.921362002  -18.240470942   22.405652667
   -1.588445724   -3.141592654 -117.307532140  -20.816659601   23.131842663
   -1.517848136   -3.141592654 -118.848883766  -22.651234403   24.621545549
   -1.447250548   -3.141592654 -120.494523937  -23.772969345   26.212110931
   -1.376652961   -3.141592654 -122.202399415  -24.701888971   27.617499869
   -1.306055373   -3.141592654 -123.955392287  -24.854367402   28.726941462
   -1.235457785   -3.141592654 -125.682114612  -23.827695414   29.025007159
   -1.164860197   -3.141592654 -127.285674149  -21.456964152   28.779241443
   -1.094262610   -3.141592654 -128.713822407  -18.901947328   28.103572588
   -1.023665022   -3.141592654 -129.950874628  -16.149490731   27.530682949
   -0.953067434   -3.141592654 -131.008036140  -13.814427571   27.074923827
   -0.882469847   -3.141592654 -131.901782921  -11.475121283   26.863746262
   -0.811872259   -3.141592654 -132.636682528   -9.281449763   26.888010406
   -0.741274671   -3.141592654 -133.218998657   -7.264309027   27.042659584
   -0.670677083   -3.141592654 -133.669068633   -5.516012344   26.997267363
   -0.600079496   -3.141592654 -134.008157200   -4.098582055   27.014683759
   -0.529481908   -3.141592654 -134.248957802   -2.514731115   26.816980643
   -0.458884320   -3.141592654 -134.346319150   -0.184601340   26.366230703
   -0.388286732   -3.141592654 -134.277203026    2.056707745   25.798822328
   -0.317689145   -3.141592654 -134.048238321    4.317991861   25.239212744
   -0.247091557   -3.141592654 -133.681964091    6.117652451   25.032568979
   -0.176493969   -3.141592654 -133.195753828    7.722217566   24.690269577
   -0.105896382   -3.141592654 -132.590297546    9.476539006   24.688954713
   -0.035298794   -3.141592654 -131.869494421   10.827788713   24.830601169
    0.035298794   -3.141592654 -131.097732503   11.010083195   24.970842254
    0.105896382   -3.141592654 -130.358095323    9.784280683   25.304279352
    0.176493969   -3.141592654 -129.739023656    7.745760153   25.645389112
    0.247091557   -3.141592654 -129.273751186    5.463043439   25.965538327
    0.317689145   -3.141592654 -128.954149441    3.795037292   26.201060935
    0.388286732   -3.141592654 -128.719005315    2.982371012   26.325571573
    0.458884320   -3.141592654 -128.518141626    2.728337871   26.478141684
    0.529481908   -3.141592654 -128.346656612    2.245062515   26.715188669
    0.600079496   -3.141592654 -128.205371621    1.728658648   26.822400338
    0.670677083   -3.141592654 -128.073346195    2.037781406   26.695340074
    0.741274671   -3.141592654 -127.909105422    2.721975635   25.865979774
    0.811872259   -3.141592654 -127.667967257    4.126534738   24.712504489
    0.882469847   -3.141592654 -127.335122864    5.098717198   22.907895943
    0.953067434   -3.141592654 -126.976977262    4.899612809   21.156337231
    1.023665022   -3.141592654 -126.678924504    3.474235927   19.889425815
