#! FIELDS ome1 psi1 file.free der_ome1 der_psi1
#! SET min_ome1 -pi
#! SET max_ome1 pi
#! SET nbins_ome1  89
#! SET periodic_ome1 true
#! SET min_psi1 -pi
#! SET max_psi1 pi
#! SET nbins_psi1  89
#! SET periodic_psi1 true
   -3.141592654   -3.141592654 -146.364909830   10.653160343  -17.770543425
   -3.070995066   -3.141592654 -145.440626663   15.438742324  -19.383847439
   -3.000397478   -3.141592654 -144.218243565   19.184550044  -20.381476831
   -2.929799890   -3.141592654 -142.743356355   22.451174095  -20.765013310
   -2.859202303   -3.141592654 -141.052846444   25.352837759  -20.010010953
   -2.788604715   -3.141592654 -139.185288572   27.452904543  -18.710912841
   -2.718007127   -3.141592654 -137.197296916   28.680056072  -16.688865508
   -2.647409540   -3.141592654 -135.157330147   28.910339352  -14.240330345
   -2.576811952   -3.141592654 -133.132378266   28.469901705  -11.945962611
   -2.506214364   -3.141592654 -131.138699376   28.021911757  -10.059877867
   -2.435616776   -3.141592654 -129.186242488   27.324075149   -8.501273062
   -2.365019189   -3.141592654 -127.284522174   26.509220682   -7.167951283
   -2.294421601   -3.141592654 -125.448550799   25.482623337   -6.470627852
   -2.223824013   -3.141592654 -123.682357007   24.542383108   -6.053853239
   -2.153226425   -3.141592654 -121.963692704   24.191890313   -5.874216361
   -2.082628838   -3.141592654 -120.269643581   23.802495433   -6.465644663
   -2.012031250   -3.141592654 -118.616010612   23.106380450   -7.498084706
   -1.941433662   -3.141592654 -117.032757197   21.492996444   -8.830923721
   -1.870836075   -3.141592654 -115.611698794   18.570814503   -9.699180691
   -1.800238487   -3.141592654 -114.423064336   14.997187574   -9.650835930
   -1.729640899   -3.141592654 -113.496284555   11.260894529   -8.954380625
   -1.659043311   -3.141592654 -112.847944723    7.143686589   -8.022045833
   -1.588445724   -3.141592654 -112.507322342    2.364545335   -7.308549898
   -1.517848136   -3.141592654 -112.544208295   -3.564236656   -7.014545547
   -1.447250548   -3.141592654 -113.023162024  -10.118423090   -7.093766764
   -1.376652961   -3.141592654 -113.957392848  -16.162708042   -7.068625895
   -1.306055373   -3.141592654 -115.291548126  -21.361248293   -7.010071455
   -1.235457785   -3.141592654 -116.931036809  -24.809410305   -6.713156571
   -1.164860197   -3.141592654 -118.786759339  -27.665402129   -6.452525076
   -1.094262610   -3.141592654 -120.814209169  -29.804522129   -6.237446172
   -1.023665022   -3.141592654 -122.991128778  -31.837592584   -6.188342613
   -0.953067434   -3.141592654 -125.300198399  -33.527932305   -6.398694218
   -0.882469847   -3.141592654 -127.710778925  -34.604510444   -6.583303806
   -0.811872259   -3.141592654 -130.179781028  -35.335280208   -6.922690632
   -0.741274671   -3.141592654 -132.679400290  -35.460004372   -7.388371858
   -0.670677083   -3.141592654 -135.170741822  -34.936658119   -8.178499208
   -0.600079496   -3.141592654 -137.605298474  -33.786483987   -9.218468669
   -0.529481908   -3.141592654 -139.934102827  -31.965412503  -10.607043747
   -0.458884320   -3.141592654 -142.089257960  -28.944863990  -12.217887378
   -0.388286732   -3.141592654 -143.998898560  -24.881303274  -13.725219733
   -0.317689145   -3.141592654 -145.604829447  -20.445073998  -14.623825772
   -0.247091557   -3.141592654 -146.886232648  -15.793293550  -15.210490930
   -0.176493969   -3.141592654 -147.841148209  -11.343596490  -15.794591781
   -0.105896382   -3.141592654 -148.481569316   -6.793085605  -16.076574512
   -0.035298794   -3.141592654 -148.804679611   -2.482853450  -16.869799165
    0.035298794   -3.141592654 -148.828651471    1.686460206  -17.665404102
    0.105896382   -3.141592654 -148.563386875    5.811613669  -18.827353065
    0.176493969   -3.141592654 -148.020952427    9.531989794  -19.723062348
    0.247091557   -3.141592654 -147.220146751   13.215974194  -20.396637809
    0.317689145   -3.141592654 -146.176424654   16.303649595  -20.899266161
    0.388286732   -3.141592654 -144.922729065   19.088295364  -21.233581568
    0.458884320   -3.141592654 -143.501499085   20.947851851  -21.105643326
    0.529481908   -3.141592654 -141.997511337   21.541110046  -20.797867058
    0.600079496   -3.141592654 -140.479270837   21.421538171  -20.151490380
    0.670677083   -3.141592654 -138.988254250   20.866013840  -19.458759760
    0.741274671   -3.141592654 -137.524628577   20.634078437  -18.727210238
    0.811872259   -3.141592654 -136.073808384   20.402850581  -18.240470421
    0.882469847   -3.141592654 -134.643496950   20.199604078  -17.974365740
    0.953067434   -3.141592654 -133.239804253   19.465916783  -18.052690713
    1.023665022   -3.141592654 -131.901143505   18.423470016  -18.171019461
    1.094262610   -3.141592654 -130.639907955   17.472872184  -17.908187503
    1.164860197   -3.141592654 -129.423358000   17.129435114  -17.683542518
    1.235457785   -3.141592654 -128.204129142   17.431404057  -17.309915149
    1.306055373   -3.141592654 -126.972299359   17.531716808  -17.174769763
    1.376652961   -3.141592654 -125.745914428   17.014956059  -17.140835407
    1.447250548   -3.141592654 -124.606054000   14.966611046  -17.359698055
    1.517848136   -3.141592654 -123.662958816   11.642741988  -17.640553526
    1.588445724   -3.141592654 -122.989906974    7.363331312  -17.827322967
    1.659043311   -3.141592654 -122.616321085    3.244542962  -17.780559837
    1.729640899   -3.141592654 -122.525334904   -0.600085060  -17.660650124
    1.800238487   -3.141592654 -122.678431132   -3.750306262  -17.496851878
    1.870836075   -3.141592654 -123.035233036   -6.288354845  -17.440765201
    1.941433662   -3.141592654 -123.554313540   -8.440602344  -17.493601651
    2.012031250   -3.141592654 -124.224906874  -10.548272221  -17.156326186
    2.082628838   -3.141592654 -125.066065558  -13.485484839  -16.447673076
    2.153226425   -3.141592654 -126.150783116  -17.452358379  -15.492973199
    2.223824013   -3.141592654 -127.556026689  -22.508435625  -14.420069537
    2.294421601   -3.141592654 -129.340133333  -27.931963235  -13.345858238
    2.365019189   -3.141592654 -131.483445547  -32.675307453  -12.414689949
    2.435616776   -3.141592654 -133.891152178  -35.142363532  -12.071588274
    2.506214364   -3.141592654 -136.404375016  -35.546984260  -11.863883817
    2.576811952   -3.141592654 -138.854973593  -33.595967091  -12.134247567
    2.647409540   -3.141592654 -141.101565894  -29.914651368  -12.733856021
    2.718007127   -3.141592654 -143.049858859  -25.209880515  -13.283558618
    2.788604715   -3.141592654 -144.654027851  -20.231354250  -13.806490423
    2.859202303   -3.141592654 -145.890995328  -14.640415461  -14.257157763
    2.929799890   -3.141592654 -146.699406863   -8.316051868  -14.524249016
