#! FIELDS ome1 psi1 file.free der_ome1 der_psi1
#! SET min_ome1 -pi
#! SET max_ome1 pi
#! SET nbins_ome1  89
#! SET periodic_ome1 true
#! SET min_psi1 -pi
#! SET max_psi1 pi
#! SET nbins_psi1  89
#! SET periodic_psi1 true
   -3.141592654   -3.141592654 -144.480519090  -16.015173085   18.361444847
   -3.070995066   -3.141592654 -145.475344783  -11.849734271   18.750877901
   -3.000397478   -3.141592654 -146.132100014   -6.547667434   18.499386165
   -2.929799890   -3.141592654 -146.390800974   -0.607168705   17.830124429
   -2.859202303   -3.141592654 -146.214424937    5.682933009   16.584823246
   -2.788604715   -3.141592654 -145.595680636   11.885063703   15.245468335
   -2.718007127   -3.141592654 -144.541380255   17.881388203   14.016006115
   -2.647409540   -3.141592654 -143.089249573   23.060334120   13.052454284
   -2.576811952   -3.141592654 -141.306319555   27.156468850   12.615086651
   -2.506214364   -3.141592654 -139.291173778   29.779672672   12.223688181
   -2.435616776   -3.141592654 -137.125154112   31.417977237   11.539065836
   -2.365019189   -3.141592654 -134.870316734   32.263992627   10.613187943
   -2.294421601   -3.141592654 -132.587060184   32.360351747    9.534021787
   -2.223824013   -3.141592654 -130.321398866   31.677700382    8.812324651
   -2.153226425   -3.141592654 -128.122991949   30.497904458    8.348907164
   -2.082628838   -3.141592654 -126.029979705   28.474135955    8.327503035
   -2.012031250   -3.141592654 -124.113148163   25.638063567    8.843045054
   -1.941433662   -3.141592654 -122.441092077   21.636799260    9.457474502
   -1.870836075   -3.141592654 -121.078677827   16.854527193   10.299660117
   -1.800238487   -3.141592654 -120.074712244   11.641094819   11.204031746
   -1.729640899   -3.141592654 -119.457435834    5.977152034   11.985354405
   -1.659043311   -3.141592654 -119.223424371    0.757931648   12.666176514
   -1.588445724   -3.141592654 -119.340659425   -4.129529559   13.165223119
   -1.517848136   -3.141592654 -119.798265920   -8.942499751   13.564024617
   -1.447250548   -3.141592654 -120.586776315  -13.532410459   14.023277285
   -1.376652961   -3.141592654 -121.701029165  -17.959925840   14.757730478
   -1.306055373   -3.141592654 -123.105056545  -21.605215070   15.767148866
   -1.235457785   -3.141592654 -124.719919064  -23.836215916   16.886599568
   -1.164860197   -3.141592654 -126.443070577  -24.635002314   18.000902119
   -1.094262610   -3.141592654 -128.161838279  -23.881202975   18.784149982
   -1.023665022   -3.141592654 -129.823352293  -23.152639228   19.565968289
   -0.953067434   -3.141592654 -131.456943036  -23.368692215   20.304954769
   -0.882469847   -3.141592654 -133.136879408  -24.318498958   21.049766644
   -0.811872259   -3.141592654 -134.901698200  -25.675136263   22.200746815
   -0.741274671   -3.141592654 -136.737656005  -26.227751316   23.235912822
   -0.670677083   -3.141592654 -138.574975402  -25.680149326   23.900725089
   -0.600079496   -3.141592654 -140.353041126  -24.517860296   24.171840607
   -0.529481908   -3.141592654 -142.042222593  -23.413589183   23.940651433
   -0.458884320   -3.141592654 -143.654979618  -22.407259921   23.581830846
   -0.388286732   -3.141592654 -145.208445875  -21.445962643   23.351833000
   -0.317689145   -3.141592654 -146.659403405  -19.354320597   22.853431432
   -0.247091557   -3.141592654 -147.920219098  -16.167763553   22.493174682
   -0.176493969   -3.141592654 -148.913088882  -11.978839374   21.962768307
   -0.105896382   -3.141592654 -149.633923935   -8.512850344   21.074069676
   -0.035298794   -3.141592654 -150.129615190   -5.485110754   20.005192305
    0.035298794   -3.141592654 -150.412851356   -2.424196982   18.751233625
    0.105896382   -3.141592654 -150.443773338    1.826887604   17.548533884
    0.176493969   -3.141592654 -150.145473950    6.881646457   16.583626271
    0.247091557   -3.141592654 -149.448032076   12.764785658   15.607963541
    0.317689145   -3.141592654 -148.362387582   17.766492278   14.591836824
    0.388286732   -3.141592654 -146.979532566   21.244964967   13.473818583
    0.458884320   -3.141592654 -145.380974958   24.110048656   12.228888705
    0.529481908   -3.141592654 -143.567825381   27.410949240   10.957651772
    0.600079496   -3.141592654 -141.498160266   31.331812398    9.973388466
    0.670677083   -3.141592654 -139.139145002   35.366768869    9.110443684
    0.741274671   -3.141592654 -136.537069135   38.035677580    8.270211008
    0.811872259   -3.141592654 -133.819454030   38.535792556    7.005569195
    0.882469847   -3.141592654 -131.137352482   37.247677801    5.567607495
    0.953067434   -3.141592654 -128.575879043   35.392437821    4.015955708
    1.023665022   -3.141592654 -126.128169546   34.120525272    2.646689638
    1.094262610   -3.141592654 -123.728769535   33.888046715    1.391488832
    1.164860197   -3.141592654 -121.350663609   33.376615605    0.556980245
    1.235457785   -3.141592654 -119.057922007   31.330905597    0.094709658
    1.306055373   -3.141592654 -116.974134532   27.339226351   -0.319830762
    1.376652961   -3.141592654 -115.214940160   22.378924332   -0.415842472
    1.447250548   -3.141592654 -113.828975921   16.935913702   -0.360209428
    1.517848136   -3.141592654 -112.825479546   11.341780415    0.209703533
    1.588445724   -3.141592654 -112.235136638    5.166519630    1.516430982
    1.659043311   -3.141592654 -112.116716912   -1.910723970    3.310519970
    1.729640899   -3.141592654 -112.510728041   -9.167494417    5.599060945
    1.800238487   -3.141592654 -113.395720671  -15.685216223    7.961992026
    1.870836075   -3.141592654 -114.677210293  -20.207381710   10.214938069
    1.941433662   -3.141592654 -116.212157655  -23.173302691   11.769941992
    2.012031250   -3.141592654 -117.932136422  -25.383955852   12.290241463
    2.082628838   -3.141592654 -119.792161670  -27.110196030   11.945159042
    2.153226425   -3.141592654 -121.764629763  -28.512004349   10.779051397
    2.223824013   -3.141592654 -123.795033154  -28.784324445    9.510733138
    2.294421601   -3.141592654 -125.810837790  -28.217917873    8.014344838
    2.365019189   -3.141592654 -127.757081899  -26.943995128    7.071524782
    2.435616776   -3.141592654 -129.623343305  -25.998960025    6.739144597
    2.506214364   -3.141592654 -131.433869225  -25.310432116    7.148822491
    2.576811952   -3.141592654 -133.189592257  -24.324774418    8.085940217
    2.647409540   -3.141592654 -134.854839565  -22.803003579    9.246486617
    2.718007127   -3.141592654 -136.409987599  -21.128395391   10.421574084
    2.788604715   -3.141592654 -137.844934234  -19.584110853   11.850034973
    2.859202303   -3.141592654 -139.197760233  -18.857190588   13.322339102
    2.929799890   -3.141592654 -140.536396327  -19.075528006   14.965243558
    3.000397478   -3.141592654 -141.898120944  -19.466833785   16.396442321
    3.070995066   -3.141592654 -143.249252085  -18.522663969   17.597219664

   -3.141592654   -3.070995066 -143.153185671  -14.773909590   18.977757108
   -3.070995066   -3.070995066 -144.082818751  -11.388206013   20.493195899
   -3.000397478   -3.070995066 -144.727737503   -6.646641596   21.040384334
   -2.929799890   -3.070995066 -145.021597254   -1.407084470   20.900971473
   -2.859202303   -3.070995066 -144.924601605    4.340933197   19.793438750
   -2.788604715   -3.070995066 -144.404751392   10.444797097   18.306336256
   -2.718007127   -3.070995066 -143.449152445   16.629694177   16.909102903
   -2.647409540   -3.070995066 -142.070321965   22.223013584   15.673037340
   -2.576811952   -3.070995066 -140.341857655   26.466927232   14.662291857
   -2.506214364   -3.070995066 -138.372638553   29.126558334   13.682981883
   -2.435616776   -3.070995066 -136.262500548   30.537264690   12.810438743
   -2.365019189   -3.070995066 -134.076319304   31.282684330   11.804252209
   -2.294421601   -3.070995066 -131.865561998   31.459868149   10.936946929
   -2.223824013   -3.070995066 -129.652852631   31.093176055   10.261590964
   -2.153226425   -3.070995066 -127.489855305   30.196494137    9.804871481
   -2.082628838   -3.070995066 -125.402023156   28.700076811    9.587277819
   -2.012031250   -3.070995066 -123.465009193   26.015515343    9.630096313
   -1.941433662   -3.070995066 -121.754157976   22.287796992   10.075126783
   -1.870836075   -3.070995066 -120.332452268   17.748980128   10.876558803
   -1.800238487   -3.070995066 -119.259228830   12.544219545   11.819395578
   -1.729640899   -3.070995066 -118.570769232    6.997872338   13.112778296
   -1.659043311   -3.070995066 -118.271469310    1.471285379   14.237287365
   -1.588445724   -3.070995066 -118.339765582   -3.604846266   15.125296614
   -1.517848136   -3.070995066 -118.765869382   -8.415808011   15.620483457
   -1.447250548   -3.070995066 -119.531947249  -13.044670829   15.943357010
   -1.376652961   -3.070995066 -120.609638527  -17.247793436   16.213176535
   -1.306055373   -3.070995066 -121.954494279  -20.594929120   16.921953398
   -1.235457785   -3.070995066 -123.493118459  -22.789536260   18.054526890
   -1.164860197   -3.070995066 -125.132475498  -23.352267837   19.257089069
   -1.094262610   -3.070995066 -126.775545051  -23.043333442   20.333265967
   -1.023665022   -3.070995066 -128.382170764  -22.461894631   21.141463289
   -0.953067434   -3.070995066 -129.967814330  -22.619621436   21.844757821
   -0.882469847   -3.070995066 -131.588962423  -23.352886696   22.624759204
   -0.811872259   -3.070995066 -133.283980911  -24.568382384   23.397480109
   -0.741274671   -3.070995066 -135.048842814  -25.246693249   24.195468992
   -0.670677083   -3.070995066 -136.836081634  -25.329877258   25.048350533
   -0.600079496   -3.070995066 -138.589753143  -24.379198528   25.502691755
   -0.529481908   -3.070995066 -140.274667506  -23.508235550   25.668915853
   -0.458884320   -3.070995066 -141.909091117  -22.732384696   25.503936945
   -0.388286732   -3.070995066 -143.479554756  -21.828907133   25.127930602
   -0.317689145   -3.070995066 -144.954548916  -19.787746569   24.916148299
   -0.247091557   -3.070995066 -146.242871830  -16.612321468   24.499936624
   -0.176493969   -3.070995066 -147.284679399  -12.905269729   23.726944862
   -0.105896382   -3.070995066 -148.072548229   -9.559157532   22.716329199
   -0.035298794   -3.070995066 -148.644743642   -6.677350499   21.747661411
    0.035298794   -3.070995066 -149.008106208   -3.539890357   20.745504800
