#! FIELDS phi1 psi1 file.free der_phi1 der_psi1
#! SET min_phi1 -pi
#! SET max_phi1 pi
#! SET nbins_phi1  89
#! SET periodic_phi1 true
#! SET min_psi1 -pi
#! SET max_psi1 pi
#! SET nbins_psi1  89
#! SET periodic_psi1 true
   -3.141592654   -3.141592654 -118.135946335    4.451268398    1.029108245
   -3.070995066   -3.141592654 -118.701264250  -19.751972629   -8.172120273
   -3.000397478   -3.141592654 -120.775972075  -37.525976046  -14.908558395
   -2.929799890   -3.141592654 -123.763468907  -45.576527870  -18.455589769
   -2.859202303   -3.141592654 -127.014692887  -45.508107678  -19.210292241
   -2.788604715   -3.141592654 -130.082810130  -41.094662195  -18.362494418
   -2.718007127   -3.141592654 -132.817981146  -36.611243714  -16.954352204
   -2.647409540   -3.141592654 -135.289429022  -33.779172390  -15.631213466
   -2.576811952   -3.141592654 -137.619503173  -32.455049538  -14.279101109
   -2.506214364   -3.141592654 -139.869055625  -31.217032329  -12.849187723
   -2.435616776   -3.141592654 -142.020071230  -29.613793211  -11.206161681
   -2.365019189   -3.141592654 -144.025959405  -27.136308880   -9.899517363
   -2.294421601   -3.141592654 -145.866866578  -25.163844459   -9.109216826
   -2.223824013   -3.141592654 -147.618878673  -24.675129942   -8.841752663
   -2.153226425   -3.141592654 -149.377036873  -25.340025423   -8.736186769
   -2.082628838   -3.141592654 -151.209332263  -26.569758089   -8.514449814
   -2.012031250   -3.141592654 -153.140373485  -28.149128156   -8.306500458
   -1.941433662   -3.141592654 -155.159178060  -28.949184944   -8.291234137
   -1.870836075   -3.141592654 -157.211285648  -28.967182208   -8.025836259
   -1.800238487   -3.141592654 -159.226186259  -28.005056158   -7.734899702
   -1.729640899   -3.141592654 -161.140460706  -26.006958338   -7.101170304
   -1.659043311   -3.141592654 -162.849139052  -22.081038137   -5.993372992
   -1.588445724   -3.141592654 -164.207730763  -16.287649875   -4.495203232
   -1.517848136   -3.141592654 -165.110059727   -9.119103682   -2.687884662
   -1.447250548   -3.141592654 -165.473401262   -1.087908116   -0.602423574
   -1.376652961   -3.141592654 -165.249868314    7.352320626    1.945912995
   -1.306055373   -3.141592654 -164.413664686   16.490271142    4.780346931
   -1.235457785   -3.141592654 -162.894486449   26.627174333    8.253317784
   -1.164860197   -3.141592654 -160.639270926   37.296439573   12.232205607
   -1.094262610   -3.141592654 -157.631010665   47.680911055   16.504881220
   -1.023665022   -3.141592654 -153.932939717   56.782874096   20.574539821
   -0.953067434   -3.141592654 -149.646409759   64.459523338   24.427920805
   -0.882469847   -3.141592654 -144.867588208   70.780210026   28.055355076
   -0.811872259   -3.141592654 -139.680567454   76.050741465   31.186840722
   -0.741274671   -3.141592654 -134.173293399   79.575644173   33.862195186
   -0.670677083   -3.141592654 -128.512138416   80.308862955   35.871295590
   -0.600079496   -3.141592654 -122.894221926   78.261916977   36.597009570
   -0.529481908   -3.141592654 -117.504360884   74.035003459   36.040596256
   -0.458884320   -3.141592654 -112.481356969   68.079734519   33.971806060
   -0.388286732   -3.141592654 -107.918917637   61.063983632   30.368088989
   -0.317689145   -3.141592654 -103.894862536   52.649912852   25.187889349
   -0.247091557   -3.141592654 -100.534781161   42.079755478   18.900437067
   -0.176493969   -3.141592654  -98.008035236   28.982882870   11.937087764
   -0.105896382   -3.141592654  -96.488778910   13.833178505    4.391490427
   -0.035298794   -3.141592654  -96.090536972   -2.614955674   -2.723660007
    0.035298794   -3.141592654  -96.852648945  -18.842968271   -9.188520538
    0.105896382   -3.141592654  -98.712502412  -33.646451834  -14.608367861
    0.176493969   -3.141592654 -101.540814198  -46.134711040  -19.522434375
    0.247091557   -3.141592654 -105.157724348  -55.832769025  -23.480921250
    0.317689145   -3.141592654 -109.364416190  -63.054495643  -26.658323563
    0.388286732   -3.141592654 -114.000763811  -67.897000552  -28.955463112
    0.458884320   -3.141592654 -118.921057227  -71.424180114  -30.388304117
    0.529481908   -3.141592654 -124.060839075  -74.035859800  -30.958375198
    0.600079496   -3.141592654 -129.353505818  -75.797586263  -30.676331577
    0.670677083   -3.141592654 -134.720957160  -75.879938034  -29.343087740
    0.741274671   -3.141592654 -140.030253013  -74.148104410  -27.279839485
    0.811872259   -3.141592654 -145.155814405  -70.750179446  -24.547617586
    0.882469847   -3.141592654 -149.972729007  -65.336656380  -21.629935145
    0.953067434   -3.141592654 -154.343860584  -58.234436040  -18.572306939
    1.023665022   -3.141592654 -158.155687501  -49.697198661  -15.485011850
    1.094262610   -3.141592654 -161.321532942  -39.760725831  -12.707678070
    1.164860197   -3.141592654 -163.753742653  -29.067445687   -9.962473604
    1.235457785   -3.141592654 -165.438794534  -18.714452618   -7.126866670
    1.306055373   -3.141592654 -166.406784383   -9.046358803   -4.358178388
    1.376652961   -3.141592654 -166.744424095   -0.830141310   -1.596799707
    1.447250548   -3.141592654 -166.549573239    6.194816563    0.956364725
    1.517848136   -3.141592654 -165.876308998   12.745743958    2.948133877
    1.588445724   -3.141592654 -164.757478118   18.917874230    4.531430700
    1.659043311   -3.141592654 -163.220546375   24.357689982    5.975886329
    1.729640899   -3.141592654 -161.349949055   28.338150293    7.358854478
    1.800238487   -3.141592654 -159.260133843   30.480414876    8.784758112
    1.870836075   -3.141592654 -157.076581624   31.078681131    9.839052452
    1.941433662   -3.141592654 -154.902630873   30.430371152   10.691164175
    2.012031250   -3.141592654 -152.796116556   29.100792496   11.113885586
    2.082628838   -3.141592654 -150.795042321   27.546469093   11.158840161
    2.153226425   -3.141592654 -148.918775938   25.495103206   11.292383361
    2.223824013   -3.141592654 -147.199922834   23.115356489   11.093247181
    2.294421601   -3.141592654 -145.651357409   20.854286709   10.747106789
    2.365019189   -3.141592654 -144.221485891   20.014621295   10.160122612
    2.435616776   -3.141592654 -142.811458135   20.270049386    9.854250059
    2.506214364   -3.141592654 -141.330194024   21.894278602   10.046320651
    2.576811952   -3.141592654 -139.702535889   24.553640148   10.962762062
    2.647409540   -3.141592654 -137.825722997   28.977975660   12.699565675
    2.718007127   -3.141592654 -135.557843323   35.591759654   15.440789401
    2.788604715   -3.141592654 -132.758540805   43.825804354   18.566677812
    2.859202303   -3.141592654 -129.380211067   51.337371008   20.908132994
    2.929799890   -3.141592654 -125.624640668   53.612887674   21.099709153
    3.000397478   -3.141592654 -122.031846704   46.426911791   17.562360392
    3.070995066   -3.141592654 -119.326269046   28.625182802   10.302866835

   -3.141592654   -3.070995066 -118.137724913   -5.043362445   -1.156439331
   -3.070995066   -3.070995066 -119.319474193  -27.495264286   -9.367865628
   -3.000397478   -3.070995066 -121.821178134  -41.858624251  -14.804157902
   -2.929799890   -3.070995066 -125.005895227  -46.976173155  -16.712034125
   -2.859202303   -3.070995066 -128.277383079  -44.960329764  -16.618135496
   -2.788604715   -3.070995066 -131.278765009  -39.928853171  -15.402581870
   -2.718007127   -3.070995066 -133.925891010  -35.298955641  -14.277483425
   -2.647409540   -3.070995066 -136.313002695  -32.589942719  -13.220107076
   -2.576811952   -3.070995066 -138.556047887  -31.064059510  -12.120398437
   -2.506214364   -3.070995066 -140.689596268  -29.457869105  -10.383548233
   -2.435616776   -3.070995066 -142.713439037  -27.782912029   -8.460945161
   -2.365019189   -3.070995066 -144.617704315  -26.125830168   -6.898037773
   -2.294421601   -3.070995066 -146.413034047  -24.837446120   -6.271337058
   -2.223824013   -3.070995066 -148.154902518  -24.732989305   -6.362899358
   -2.153226425   -3.070995066 -149.919285862  -25.387669515   -6.741186368
   -2.082628838   -3.070995066 -151.755348462  -26.675737169   -7.191336109
   -2.012031250   -3.070995066 -153.686894817  -27.944914159   -7.171591344
   -1.941433662   -3.070995066 -155.696579052  -28.707730591   -7.053256827
   -1.870836075   -3.070995066 -157.725592146  -28.606403470   -6.616512031
   -1.800238487   -3.070995066 -159.709487946  -27.494914666   -5.948013954
   -1.729640899   -3.070995066 -161.568920605  -24.927805221   -5.068866451
   -1.659043311   -3.070995066 -163.186983523  -20.655003013   -3.599131876
   -1.588445724   -3.070995066 -164.433528931  -14.496471990   -1.720390797
   -1.517848136   -3.070995066 -165.198684968   -7.092789724    0.313413848
   -1.447250548   -3.070995066 -165.416663575    1.103351353    2.323236700
   -1.376652961   -3.070995066 -165.027570833    9.936979030    4.605629796
   -1.306055373   -3.070995066 -163.986030604   19.621908246    7.357916164
   -1.235457785   -3.070995066 -162.220792386   30.502213488   10.886756258
   -1.164860197   -3.070995066 -159.676968985   41.551245919   15.154425988
