#! FIELDS phi1 psi1 file.free der_phi1 der_psi1
#! SET min_phi1 -pi
#! SET max_phi1 pi
#! SET nbins_phi1  89
#! SET periodic_phi1 true
#! SET min_psi1 -pi
#! SET max_psi1 pi
#! SET nbins_psi1  89
#! SET periodic_psi1 true
   -3.141592654   -3.141592654 -122.780897674   22.674798793    3.436219657
   -3.070995066   -3.141592654 -121.652715575    8.515871474   -0.885637184
   -3.000397478   -3.141592654 -121.649271710   -8.665973155   -5.867993933
   -2.929799890   -3.141592654 -122.852981953  -24.993989924  -10.514375468
   -2.859202303   -3.141592654 -125.061039440  -36.740031187  -14.055181207
   -2.788604715   -3.141592654 -127.917098435  -43.116236669  -15.944259980
   -2.718007127   -3.141592654 -131.034079733  -44.539066802  -16.579581029
   -2.647409540   -3.141592654 -134.135100633  -42.975031221  -16.285993636
   -2.576811952   -3.141592654 -137.081354217  -40.318036476  -15.507882569
   -2.506214364   -3.141592654 -139.825118918  -37.481986386  -14.688733842
   -2.435616776   -3.141592654 -142.388315076  -35.394203056  -13.756314388
   -2.365019189   -3.141592654 -144.832253775  -33.918447292  -12.537527403
   -2.294421601   -3.141592654 -147.148226162  -31.632611569  -11.356664870
   -2.223824013   -3.141592654 -149.277555653  -28.557410199  -10.019630037
   -2.153226425   -3.141592654 -151.170373484  -24.937870957   -8.732949952
   -2.082628838   -3.141592654 -152.810636269  -21.742132285   -7.485302822
   -2.012031250   -3.141592654 -154.252735295  -19.433692879   -6.206765156
   -1.941433662   -3.141592654 -155.564172248  -17.801575311   -5.531042833
   -1.870836075   -3.141592654 -156.744712598  -15.483470981   -4.774848560
   -1.800238487   -3.141592654 -157.711494835  -11.666489126   -3.674389776
   -1.729640899   -3.141592654 -158.355417346   -6.485769412   -2.218049200
   -1.659043311   -3.141592654 -158.614349912   -0.854828638   -0.395637577
   -1.588445724   -3.141592654 -158.468993841    4.985998976    1.752745125
   -1.517848136   -3.141592654 -157.909822969   10.844073140    4.225461545
   -1.447250548   -3.141592654 -156.904825963   17.782080038    6.812996050
